SMILES,FingerPrint_0,FingerPrint_1
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,62.76235,14.6033325
c1ccc2c(c1)ccc1ccccc12,36.434776,-3.1513093
c1ccc2c(c1)ccc1ncccc12,49.04939,-2.7942846
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-17.996962,73.01454
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,45.94303,-24.27607
O=C1NC(=O)c2ccccc21,43.761295,13.93696
O=C1OC(=O)c2ccccc21,44.884136,13.956373
COc1c(N)cccc1[N+](=O)[O-],-55.68262,-41.090477
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-39.83437,13.178783
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-7.8985744,-36.308895
COc1cc([N+](=O)[O-])c2ncccc2c1,-53.601337,-39.239788
CCn1c2ccccc2c2ccccc21,34.777412,3.6905096
O=NN(c1ccccc1)c1ccccc1,1.8227007,-5.606825
CCN1C(=O)NC(c2ccccc2)C1=O,33.054344,20.388815
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,21.659557,-10.772869
COP(=S)(OC)SCn1nnc2ccccc2c1=O,60.858803,35.401318
NNc1nncc2ccccc12,38.49317,0.79537123
O=C(O)c1cccc2ccccc12,8.63131,-42.84109
CN(C)c1cccc2ccccc12,34.511623,-4.1596556
O=[N+]([O-])c1cccc2ccccc12,-55.766666,-39.79566
c1ccc2c(c1)Cc1ccccc1-2,42.595955,19.866161
c1ccc2c(c1)[nH]c1ccccc12,34.30199,6.00185
COc1cc(C=O)cc(OC)c1OC,-40.00618,-6.829594
O=C(O)Cc1cccc2ccccc12,32.481144,-6.758993
NC(=S)Nc1cccc2ccccc12,34.21881,-5.3174553
O=c1[nH]c(=O)c2ccccc2[nH]1,33.236404,6.475047
Clc1ccc2c(Cl)ccnc2c1,32.257458,-27.320902
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,79.52776,21.571957
O=C(Nc1ccccc1)c1ccccc1O,2.2250981,-47.531998
CCOC(=O)c1ccccc1N,-36.872025,13.383441
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-63.999115,21.840055
COc1c(Cl)cc(Cl)cc1Cl,40.553158,-31.766878
O=C1OCc2ccccc21,43.0379,17.933329
O=C(O)Cc1c[nH]c2ccccc12,44.195282,71.72391
Clc1cccc(Cl)c1Cl,41.365643,-16.084528
Cc1cccc(C)c1N,29.21746,-3.7070568
Cc1cccc(Cl)c1O,40.11177,-16.135635
Oc1c(Cl)cccc1Cl,40.832607,-15.887258
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-5.260326,46.11007
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,4.3371134,41.134815
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,1.0429785,50.218338
Cc1c(C)c(C)c(C)c(C)c1C,5.214019,36.04088
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.856549,39.68973
CCOC(=O)C(O)C(O)C(=O)OCC,-37.207706,28.369858
Cc1cc(O)cc(C)c1Cl,21.516815,-6.672639
Oc1c(Cl)cc(Cl)cc1Cl,40.245335,-28.741907
CCC(CC)C(=O)O,-20.546535,64.50587
C=CN1CCCC1=O,14.484324,55.39715
O=C(O)c1ccsc1,-21.88901,-6.296818
O=C(O)c1ccco1,-26.544386,9.758555
CC(=O)c1cccs1,-16.008142,19.479464
FC(F)(F)c1ccccc1Cl,38.79841,-14.642202
Nc1ccccc1C(F)(F)F,27.880068,0.8003895
CC(C)(C)c1ccccc1O,22.548243,-3.1340313
Cc1ccccc1S(N)(=O)=O,39.283215,-9.68257
Nc1ccc(S(=O)(=O)O)c(N)c1,-27.184208,-31.632448
O=C(O)c1ccccc1Br,7.621027,-42.563816
O=C(O)c1ccccc1I,7.846901,-42.146046
NC(=O)c1ccccc1N,7.670056,-44.89713
CC(C)c1ccccc1O,24.708302,-4.117891
Cc1ccccc1[N+](=O)[O-],-56.832684,-41.64644
O=[N+]([O-])c1ccccc1Cl,-57.301826,-41.837242
Nc1ccccc1[N+](=O)[O-],-56.271725,-40.940395
O=[N+]([O-])c1ccccc1O,-57.543816,-40.200474
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-63.91021,-30.492998
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-63.023746,-31.739874
NC(=O)c1ccccc1C(N)=O,8.172702,-45.4106
O=C(O)c1ccccc1C(=O)O,7.876609,-41.893707
O=C1NC(=O)C(c2ccccc2)N1,34.312397,19.295078
CC(=O)Nc1ccccc1C(=O)O,3.1581502,-56.0958
O=C(O)c1cc(Br)ccc1O,11.665875,-38.56936
Cc1ccc(O)c(C(=O)O)c1,11.689777,-39.067287
Cc1ccc(Cl)cc1[N+](=O)[O-],-62.687313,-39.62596
O=[N+]([O-])c1cc(Cl)ccc1Cl,-62.446674,-39.720715
Nc1ccc(Cl)cc1[N+](=O)[O-],-62.265034,-39.605637
O=[N+]([O-])c1cc(Cl)ccc1O,-62.48503,-39.265488
Cc1cc(O)c(C(C)C)cc1Cl,38.841846,-24.50393
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,-63.944675,-38.624447
COC(=O)c1ccccc1C,-0.15803437,-41.155006
CCC(C)c1ccccc1O,24.374533,-4.2913647
CC1CCC(C(C)C)C(O)C1,9.26851,56.622887
CC1=CC(=O)C(C(C)C)CC1,14.463572,46.85058
CC(C)=C1CCC(C)CC1=O,11.69963,56.293037
Cc1ccc(C(C)C)c(O)c1,24.071667,-7.3004966
O=C(O)c1ccc(O)cc1O,11.799964,-39.235382
O=Cc1ccccc1Cl,39.240746,-13.970533
CCc1ccccc1O,25.976545,-1.6922916
OCc1ccccc1O,25.244328,-0.8815252
O=Cc1ccccc1O,23.83447,-1.2936043
COc1ccccc1N,8.886953,-29.936678
COc1ccccc1O,7.7198963,-30.514019
Cc1cccc2ccccc12,32.9054,-3.3822086
Clc1cccc2ccccc12,41.48415,-13.106933
Oc1cccc2ccccc12,35.703476,-6.488869
O=c1nn[nH]c2ccccc12,37.254475,5.6465983
c1ccc(Nc2cccc3ccccc23)cc1,33.96789,-5.164821
Cc1cc(=O)oc2cc(O)ccc12,48.740246,39.64681
Nc1ccccc1-c1ccccc1,28.099916,1.7056531
Oc1ccccc1-c1ccccc1,22.690866,1.1479362
O=C1c2ccccc2Cc2ccccc21,42.92696,18.874693
Nc1c2ccccc2nc2ccccc12,41.967907,3.4472494
O=c1c2ccccc2oc2ccccc12,37.757782,9.406483
O=C(O)C(O)c1ccccc1,6.763833,0.50224864
CNC(C)C(O)c1ccccc1,9.776221,3.0520039
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,-10.577639,-15.1264305
OC(c1ccccc1)c1ccccc1,8.785108,1.3920689
O=C(c1ccccc1)c1ccccn1,-7.040497,-9.964434
COc1cccc(OC)c1O,8.068082,-30.004744
N#Cc1ccccc1C#N,29.351315,3.2026966
COc1ccccc1OC,8.593452,-30.639172
c1cnc2ncncc2n1,9.217686,27.807377
c1ccc2nccnc2c1,47.849106,-2.0301466
c1ccc2ccccc2c1,33.6499,1.6768081
c1ccc2ncccc2c1,47.694725,-2.769411
COc1ccccc1[N+](=O)[O-],-55.688713,-42.388123
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,74.96471,-11.270632
O=C(O)c1ccccc1Nc1ccccc1,10.298924,-54.413994
Cc1ccc(C(C)C)c(OCCN(C)C)c1,1.094231,-23.166264
Cc1[nH]c2ccccc2c1C,34.27878,6.0458846
O=C1Nc2ccccc2C1=O,43.70808,14.901686
Cc1ccc2ccccc2c1,26.976656,-8.355736
Clc1ccc2ccccc2c1,32.357487,-24.203943
Nc1ccc2ccccc2c1,35.24172,0.5362471
Cc1ccc2ncccc2c1,47.277504,-4.6275954
Cc1ccc2ccccc2n1,46.558205,1.1919184
O=c1ccc2ccccc2o1,50.655964,38.18063
CCN(CC)c1ccccc1,1.8988271,-4.284017
Nc1nc(N)nc(-c2ccccc2)n1,28.107643,-33.482716
CN(C)CCN(Cc1cccs1)c1ccccn1,-11.785285,17.35798
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-11.508002,17.09761
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,37.009766,-25.283379
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,-0.9034722,-60.52138
CCC1C(=O)OCC1Cc1cncn1C,-15.814205,43.630615
c1ccc2cc3cc4ccccc4cc3cc2c1,34.739887,0.021124309
O=C1CCN(c2ccccc2)N1,27.506676,13.851555
Oc1cc2ccccc2cc1O,34.476322,-0.24381642
CCN(CCO)c1ccccc1,2.0037866,-4.1367407
c1ccc(-c2ccccc2)cc1,24.390173,6.976527
c1ccc(N2CCOCC2)cc1,28.959524,14.467481
c1ccc(N2CCNCC2)cc1,28.038683,-13.511767
CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,-90.26874,-8.123095
Nc1ccc2cc3ccc(N)cc3nc2c1,43.79381,-2.5057662
Brc1ccc(-c2ccccc2)cc1,22.639,3.6733017
Nc1ccc(-c2ccccc2)cc1,22.813482,5.1892114
Oc1ccc(-c2ccccc2)cc1,21.528536,2.6484632
O=C(O)c1cc2ccccc2cc1O,10.311618,-39.64024
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,23.961004,6.6396146
c1ccc2nc3ccccc3nc2c1,43.97841,2.8051138
c1ccc2c(c1)Cc1ccccc1O2,40.220707,19.25859
c1ccc2c(c1)Nc1ccccc1S2,40.175,17.685795
c1ccc2c(c1)Sc1ccccc1S2,40.178562,17.80966
Brc1ccc(-c2ccc(Br)cc2)cc1,17.78645,0.007838778
Nc1ccc(-c2ccc(N)cc2)cc1,14.702885,-1.3038282
O=C(O)c1ccc(-c2ccccc2)cc1,-8.866082,-16.98649
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,-55.724598,-27.620527
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,24.282804,6.7539926
COc1ccc(OC)c(C=O)c1,8.357024,-27.560158
COc1ccc2ccccc2c1,10.604713,-22.766153
COc1ccc(C(=O)O)cc1OC,-4.292312,-18.88587
O=C(O)c1ccc2ccccc2c1,-7.886663,-21.19766
COc1ccccc1OCC(O)CO,-75.69546,-11.050914
COc1ccccc1NC(C)=O,1.5672853,-54.771957
CCC(=O)c1ccccc1,-14.487422,-13.787372
COC(=O)c1ccccc1,-17.649563,-21.109608
COC(=O)c1cccnc1,-19.182062,-16.894306
CN(C=O)c1ccccc1,1.6084414,-6.299449
Cc1cc(Cl)ccc1OC(C)C(=O)O,41.350796,-46.362988
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,41.74878,-46.115337
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,39.393696,-44.67233
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-40.233147,26.619072
CCOC(=O)c1ccccc1,-38.55405,7.8372383
O=C(OC(=O)c1ccccc1)c1ccccc1,-16.308659,-21.42455
O=C(Nc1ccccc1)c1ccccc1,-16.1208,-56.760075
O=C(Oc1ccccc1)c1ccccc1,-18.034422,-31.8644
CCOC(=O)CC(=O)c1ccccc1,-38.02199,6.3331685
CNCC(O)c1ccc(O)cc1,10.073994,-2.0221462
CCOC(=O)c1ccc(N)cc1,-39.024956,8.647186
CCCOC(=O)c1ccc(N)cc1,-42.369442,10.205331
CCCOC(=O)c1ccc(O)cc1,-41.207813,10.000687
O=C(OCc1ccccc1)c1ccc(O)cc1,-37.309166,4.179001
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-32.398933,-33.313923
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-38.368,-26.840942
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,-45.820606,9.621776
CCCCOC(=O)c1ccc(N)cc1,-42.351734,10.248183
CCCCOC(=O)c1ccc(O)cc1,-41.53845,10.017457
O=C(OCCO)c1ccccc1,-41.442467,5.8428316
O=C(OOC(=O)c1ccccc1)c1ccccc1,-16.293285,-21.374466
O=C(C=Cc1ccccc1)c1ccccc1,-39.823074,-14.775454
O=C(OCc1ccccc1)c1cccnc1,-37.394073,4.5538383
CC(C)CCOC(=O)c1ccccc1,-41.913956,6.4544635
O=C(OCCc1ccccc1)c1ccccc1,-41.39011,6.0903354
CCOc1ccccc1O,3.841047,-35.749653
Cc1cc(Cl)ccc1OCC(=O)O,39.630127,-46.014748
O=C(O)COc1ccc(Cl)cc1Cl,39.437332,-44.886852
O=C(O)CCCOc1ccc(Cl)cc1Cl,39.415337,-44.925854
ClCc1ccc(Cl)cc1Cl,37.51363,-22.457144
C1=Cc2ccccc2C1,39.534763,20.835733
c1ccc2[nH]nnc2c1,37.602776,5.7012615
c1ccc2sccc2c1,32.77169,-0.6659915
c1ccc2scnc2c1,43.902905,3.5656195
Cc1cc2ccccc2[nH]1,33.435226,0.89472574
CC(C)(C)NSc1nc2ccccc2s1,48.05724,5.4437118
Cc1ccccc1C,29.215,-3.0492942
Cc1ccccc1O,28.424036,-4.113195
Cc1ccccc1Cl,39.66667,-15.906926
Clc1ccccc1Cl,40.576683,-15.148846
Nc1ccccc1Cl,42.054848,-15.617306
Cc1ccccc1N,29.013071,-1.6330526
Nc1ccccc1N,28.175812,1.0205677
Nc1ccccc1O,27.555044,0.4294209
Oc1ccccc1Br,23.74878,1.0737458
Oc1ccccc1Cl,40.60604,-15.322648
NC1CC1c1ccccc1,32.384438,18.13251
Cc1ccc(C)c(C)c1,24.884832,-8.429059
Cc1ccc(N)cc1C,22.282238,-9.670758
Cc1ccc(O)cc1C,21.882828,-7.49181
Cc1ccc(N)c(C)c1,23.74719,-9.3504925
Cc1cc(O)ccc1O,22.024855,-7.362733
Cc1ccc(C)c(Cl)c1,35.613888,-21.49429
Cc1ccc(Cl)cc1Cl,35.885387,-22.581741
Cc1ccc(Cl)c(Cl)c1,35.451653,-21.338778
Nc1ccc(Cl)c(Cl)c1,36.547977,-26.723688
Oc1ccc(Cl)c(Cl)c1,33.75248,-22.189571
Cc1ccc(C)c(N)c1,23.519833,-9.089972
Cc1ccc(N)cc1N,22.418692,-9.508961
Nc1cc(Cl)ccc1Cl,36.131622,-25.552187
Nc1ccc(Cl)cc1N,36.05883,-25.315632
Cc1ccc(O)c(N)c1,23.635712,-8.291177
Nc1cc(Cl)ccc1O,35.432915,-24.97994
Cc1ccc(C)c(O)c1,23.978325,-7.5736876
Oc1ccc(Cl)c(O)c1,33.87092,-22.317074
Cc1cnc(C)c(Cl)n1,11.994595,27.117472
CCOC(=O)C(=O)OCC,-37.069424,28.680445
Cc1cc(C)c(C)cc1C,15.239415,30.46884
Clc1cc(Cl)c(Cl)cc1Cl,40.36633,-25.791965
Oc1cc(Cl)c(Cl)cc1Cl,40.126648,-25.851551
c1ccc(C2CO2)cc1,31.469318,17.679897
ClCC(Br)CBr,-6.173527,49.683323
CCC(C)CC,-6.6246347,54.189117
ClCC(Cl)CCl,-4.7212963,50.132202
CCC(=O)CC,-27.234264,41.988873
CCC(C)N=O,-5.8808036,52.901455
CNC(=O)NC,-27.034208,35.718994
C=CC(=O)OC,-25.371475,31.91436
CC1CCCC1,9.325161,56.045616
Clc1cccs1,-12.881094,20.123718
S=C1NCCN1,9.156205,49.930325
O=C1CCCO1,12.901073,51.888584
Nc1nccs1,4.9064813,28.744234
Cn1cccc1,22.304089,32.78316
CC(OP(C)(=O)F)C(C)(C)C,-1.6430223,53.650917
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,21.640085,-3.9319792
Cc1cccc(C)c1NC(=O)C1CCCCN1C,12.649897,-64.99345
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-62.83601,-31.663916
COc1ccc(N)c([N+](=O)[O-])c1,-59.245213,-36.515903
O=C(O)c1cc([N+](=O)[O-])ccc1O,-58.4211,-33.774395
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],-63.940025,-36.088825
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-59.58132,-31.986938
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,-61.230896,-39.94479
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,-20.945028,8.354856
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,34.105724,-25.001375
COc1cc(C(O)CN)ccc1O,9.096796,-2.98388
C=CCc1ccc(O)c(OC)c1,-16.26389,-7.4387054
CC=Cc1ccc(O)c(OC)c1,-41.648357,-8.384665
CCCC(C)C(=O)O,-19.689445,64.288475
C=C(C)C(=O)OCC,-33.14959,28.442854
CCN(CC)C(=S)SSC(=S)N(CC)CC,-16.330711,42.035675
C=C(C)C(=O)OCC(C)C,-32.555145,29.373425
C=C(C)C(=O)OCCCC,-33.51559,28.72712
OCc1ccco1,-24.22651,11.8938875
O=Cc1ccco1,-27.463108,11.738218
O=Cc1cccs1,-12.70688,20.522375
C[N+](C)(C)c1ccccc1,22.111689,7.189843
O=[As](O)(O)c1ccccc1,22.630396,9.10527
CC(C)(C)c1ccccc1,10.35033,-5.8272834
FC(F)(F)c1ccccc1,11.413969,-7.440747
NS(=O)(=O)c1ccccc1,-28.905613,-24.562168
Nc1cccc(C(F)(F)F)c1,13.0879345,-8.939743
Oc1cccc(C(F)(F)F)c1,13.07046,-9.145294
Nc1cccc(S(N)(=O)=O)c1,-27.705696,-25.979057
O=[N+]([O-])c1cccc(C(F)(F)F)c1,-53.843174,-30.299463
Cc1ccc(C(C)(C)C)cc1,12.1693535,-4.7815742
CC(C)(C)C1CCC(O)CC1,8.0975065,56.921112
CC(C)(C)c1ccc(O)cc1,13.06393,-4.859858
CC1=CCC(C(C)(C)O)CC1,-0.57209635,60.649204
CS(=O)(=O)c1ccc(Cl)cc1,-32.259975,-28.604752
NS(=O)(=O)c1ccc(Cl)cc1,-29.223997,-23.813541
CC(C)(C)c1ccc(C(=O)O)cc1,-8.478834,-17.843513
OB(O)c1ccccc1,20.892965,4.8062906
CC(C)c1ccccc1,10.101327,1.7996916
C=C(C)c1ccccc1,-12.476262,-19.052927
CC(=O)c1ccccc1,-12.549327,-18.673498
O=C(O)C1CCCCC1,6.5677767,63.53236
NC(=O)c1cccnc1,-18.253685,-16.231415
O=[N+]([O-])c1ccccc1,-55.803112,-27.633419
NC(=O)c1cnccn1,-31.006691,16.06711
O=C(O)c1ccccn1,-7.0430737,-9.873596
CC(=O)c1cccc(Cl)c1,-10.644578,-24.535725
CC(=O)c1cccc(N)c1,-10.033502,-24.5281
Cc1cccc(C(=O)O)c1,-10.9027815,-23.491777
Nc1cccc(C(=O)O)c1,-9.544557,-23.39402
O=C(O)c1cccc(O)c1,-10.0360565,-22.937897
CN(C)c1cccc(O)c1,19.11722,-7.939787
Cc1cccc([N+](=O)[O-])c1,-53.061337,-29.840288
Nc1cccc([N+](=O)[O-])c1,-53.249203,-29.963848
O=C(O)c1cc(O)cc(O)c1,-6.1522427,-18.785213
COC(=O)c1cc(O)c(O)c(O)c1,-43.685585,14.329401
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,-61.498325,-30.943794
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,-60.436337,-30.919975
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-61.385754,-29.836975
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-60.71642,-30.134632
COC(=O)c1cccc(C)c1,-12.366246,-24.388172
C=C(C)C1CC=C(C)C(O)C1,-1.8271314,61.012142
O=C(O)c1ccc(O)c(O)c1,-6.384618,-17.82317
Cc1ccc([N+](=O)[O-])cc1C,-59.514847,-32.66886
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,-59.089375,-31.50715
Cc1ccc([N+](=O)[O-])cc1N,-58.74225,-32.282677
Nc1ccc([N+](=O)[O-])cc1N,-58.475613,-32.033306
Nc1cc([N+](=O)[O-])ccc1O,-58.63166,-32.625744
COc1ccc([N+](=O)[O-])cc1N,-58.23324,-32.023655
O=C(O)c1ccc([N+](=O)[O-])cc1Cl,-58.040295,-33.531563
O=Cc1cccc([N+](=O)[O-])c1,-53.151024,-29.122425
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-53.164333,-29.924612
CCCC(CCC)C(=O)O,-20.908133,64.22491
CCC(C)c1ccc(O)cc1,11.343989,0.6013328
COC(=O)c1ccc(C)cc1,-18.765234,-20.569214
COC(=O)c1ccc(O)cc1,-18.7307,-20.54719
CCOC(=O)c1ccc([N+](=O)[O-])cc1,-53.984676,-22.783031
CC1CCC(C(C)C)CC1,9.630961,56.38961
CC1=CCC(C(C)C)=CC1,2.9485557,45.704437
CC1=CC=C(C(C)C)CC1,2.9714403,45.700672
Cc1ccc(C(C)C)cc1,12.64478,-0.7228795
CC(C)c1ccc(N)cc1,12.849365,-0.78358907
CC(C)c1ccc(O)cc1,12.208531,-0.46600288
CC(=O)c1ccc(Br)cc1,-11.698646,-16.697779
CC(=O)c1ccc(Cl)cc1,-11.488046,-17.165236
CC(=O)c1ccc(N)cc1,-11.573786,-17.238401
CC(=O)c1ccc(O)cc1,-11.674614,-16.984337
Cc1ccc(C(=O)O)cc1,-8.825738,-16.4558
O=C(O)c1ccc(O)cc1,-8.241816,-16.639452
Cc1ccc(N(C)C)cc1,4.1690745,-7.1287146
Cc1ccc([N+](=O)[O-])cc1,-56.87992,-26.161654
O=[N+]([O-])c1ccc(Cl)cc1,-56.841694,-26.542898
Nc1ccc([N+](=O)[O-])cc1,-55.819546,-26.428564
O=[N+]([O-])c1ccc(O)cc1,-56.618347,-26.2635
COc1ccc(C(C)=O)cc1,-5.9825573,-21.260096
COc1ccc(C(=O)O)cc1,-5.842916,-20.79679
CN(C)c1ccc(C=O)cc1,7.847654,-9.48922
CCc1ccc([N+](=O)[O-])cc1,-56.90958,-24.222551
CNc1ccc([N+](=O)[O-])cc1,-55.54319,-26.315252
NNc1ccc([N+](=O)[O-])cc1,-55.37887,-26.382769
COc1ccc([N+](=O)[O-])cc1,-59.182884,-23.74232
CC(=O)c1ccc([N+](=O)[O-])cc1,-54.439,-24.137619
O=C(O)c1ccc(C(=O)O)cc1,-8.335662,-16.554848
CN(C)c1ccc([N+](=O)[O-])cc1,-56.321682,-25.954649
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-56.712914,-26.356512
O=[N+]([O-])c1ccc(CCO)cc1,-56.60551,-23.936182
CCOc1ccc([N+](=O)[O-])cc1,-59.64588,-21.911459
CCN(CC)CCN,-14.090103,50.052563
BrCc1ccccc1,-3.7572794,5.3400936
C=CC1CC=CCC1,10.153067,46.699097
CCc1ccccc1,0.44041255,4.5142775
C=Cc1ccccc1,6.5827246,-10.466203
ClCc1ccccc1,-2.9676466,5.495793
NCc1ccccc1,-3.650482,5.246821
N#Cc1ccccc1,11.599184,-13.116095
N#Cc1ccncc1,11.683089,-13.790907
OCc1ccccc1,-3.451287,4.730122
O=Cc1ccccc1,7.911493,-10.40443
N#Cc1cccnc1,6.755389,18.52351
OCc1cccnc1,1.2761576,16.950216
CNc1ccccc1,16.9734,4.5912304
NNc1ccccc1,17.071533,4.5418777
O=NC1CCCCC1,7.965569,52.133682
ONc1ccccc1,17.087807,4.543316
COc1ccccc1,7.7600493,-20.59967
CSc1ccccc1,17.189318,9.898441
C=Cc1ccccn1,18.374258,18.966345
N#Cc1ccccn1,14.582952,23.189089
CCc1ccccn1,20.26398,20.603952
O=NN1CCCCC1,19.324303,55.896248
C1CN2CCC1CC2,4.310447,53.318455
O=Cc1cccc(O)c1,10.120147,-10.699143
COc1cccc(C)c1,7.508922,-22.914186
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,40.94571,-14.565775
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,37.028893,-25.337656
CC(C)OC(=O)Nc1cccc(Cl)c1,-13.438921,-67.54236
COC(=O)Cc1ccccc1,-13.39049,1.8172299
CN(C)C(=O)Nc1ccccc1,-14.838206,-72.95871
Oc1ccc(Cc2ccccc2)cc1,2.1635168,1.1845615
Nc1ccc(Cc2ccc(N)cc2)cc1,4.1050754,2.891105
Nc1ccc(Oc2ccc(N)cc2)cc1,5.272722,-14.412545
c1ccc(Cc2ccccc2)cc1,-2.814089,4.683936
c1ccc(Oc2ccccc2)cc1,4.124183,-14.568753
CCOC(=O)Cc1ccccc1,-13.111849,2.2756445
CCOC(=O)Nc1ccccc1,-18.178085,-62.465206
CC(=O)NC(=O)Nc1ccccc1,-16.091978,-58.570553
O=C(Nc1ccccc1)Nc1ccccc1,-16.41497,-58.5672
O=C(Oc1ccccc1)Oc1ccccc1,-18.083908,-32.524
CC(=O)Oc1cccc(O)c1,-18.351274,-36.91265
O=C(O)Cc1ccc(O)c(O)c1,-13.300377,-5.225849
CCOC(=O)C=Cc1ccc(O)c(O)c1,-40.27203,-10.845745
O=CNc1cccc([N+](=O)[O-])c1,-53.55656,-28.605434
COc1ccc(N)c(C)c1,8.812806,-24.9818
COc1ccc(OC)c(N)c1,9.177216,-26.368708
CCCN(CCC)CCC,-14.104228,50.768356
C=CCN(CC=C)CC=C,-11.912591,41.768715
OCCN(CCO)CCO,-11.881483,51.027245
CC(=O)OCC(COC(C)=O)OC(C)=O,-35.039753,32.745373
NC(=O)CCc1ccccc1,-10.25988,5.2692685
O=[N+]([O-])C=Cc1ccccc1,-49.247982,-18.458153
CC(C)NCc1ccccc1,-6.294627,2.8868353
O=C(O)CNc1ccccc1,-14.4384775,-53.683
NC(=O)NNc1ccccc1,-13.612004,-57.661503
O=C(O)CSc1ccccc1,16.610994,9.352593
COC(=O)CCc1ccccc1,-12.443061,3.8240566
COC(=O)C=Cc1ccccc1,-39.6193,-14.102393
c1ccc(CCc2ccccc2)cc1,-4.6833253,5.987842
C(=Cc1ccccc1)c1ccccc1,6.5053415,-10.898832
c1ccc(CNc2ccccc2)cc1,-5.4035964,3.5493212
c1ccc(N=Nc2ccccc2)cc1,19.33984,6.6023955
CCOC(=O)C=Cc1ccccc1,-39.346653,-13.588517
CC(C)CC(=O)OCc1ccccc1,-34.633602,3.5218475
CC(=O)OCCc1ccccc1,-32.524094,2.605335
O=C(O)CSCc1ccccc1,-11.197637,3.3704836
c1ccc(CNCc2ccccc2)cc1,-5.526087,3.5784383
c1ccc(COCc2ccccc2)cc1,-2.7678137,0.050693274
BrCCc1ccccc1,-4.803921,6.2529426
CCCc1ccccc1,-5.4839983,6.177059
CNCc1ccccc1,-5.7027273,3.5682042
CCNc1ccccc1,15.171587,5.7667265
O=CNc1ccccc1,8.255588,-14.518109
S=C=Nc1ccccc1,17.063349,-22.359129
CCOc1ccccc1,1.1665252,-15.944708
OCCc1ccccn1,20.51789,21.379362
CC(=O)Cc1ccccc1,-12.4258995,-0.7485792
NC(=O)Cc1ccccc1,-11.615262,-1.6467077
O=C(O)Cc1ccccc1,-12.597,-3.7705655
CN(C)Cc1ccccc1,-3.5534654,2.524072
CC(=O)Nc1ccccc1,-8.653651,-60.82215
NC(=S)Nc1ccccc1,-18.398994,-55.87923
CC(=O)Nc1ccc(Br)cc1,-7.797317,-61.219376
CC(=O)Nc1ccc(C)cc1,-7.588649,-61.2223
CC(=O)Nc1ccc(O)cc1,-7.7076344,-61.169334
COc1ccc(CC(=O)O)cc1,-13.230473,-7.097255
O=C(O)Cc1ccc([N+](=O)[O-])cc1,-55.795578,-23.551607
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-52.602734,-25.589748
Nc1ccc(CCO)cc1,4.0153,2.996114
